Title,Upload Date,Module,Authors,Print Publication Date,DOI,ISBN,Sub-discipline,LINK,Site Module Name
Nothing: A Very Short Introduction,Sep-13,Science and Mathematics,Close,2009,10.1093/actrade/9780199225866.001.0001,9780199225866,"Science and Mathematics, Physics, Particles and Fields, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199225866.001.0001/actrade-9780199225866,VSIO_SUBJECTS:SCI00010
Biometrics: A Very Short Introduction,Nov-18,Science and Mathematics,Fairhurst,2018,10.1093/actrade/9780198809104.001.0001,9780198809104,"Science and Mathematics, Biological Sciences, Bioinformatics and Computational Biology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198809104.001.0001/actrade-9780198809104,VSIO_SUBJECTS:SCI00010
Dinosaurs: A Very Short Introduction,Sep-17,Science and Mathematics,Norman,2017,10.1093/actrade/9780198795926.001.0001,9780198795926,"Science and Mathematics, Earth Sciences and Geography, Palaeontology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198795926.001.0001/actrade-9780198795926,VSIO_SUBJECTS:SCI00010
Geology: A Very Short Introduction,Jul-18,Science and Mathematics,Zalasiewicz,2018,10.1093/actrade/9780198804451.001.0001,9780198804451,"Science and Mathematics, Earth Sciences and Geography, Geology and the Lithosphere, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198804451.001.0001/actrade-9780198804451,VSIO_SUBJECTS:SCI00010
Agriculture: A Very Short Introduction,Apr-16,Science and Mathematics,"Brassley, Soffe",2016,10.1093/actrade/9780198725961.001.0001,9780198725961,"Science and Mathematics, Engineering and Technology, Agriculture and Farming, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198725961.001.0001/actrade-9780198725961,VSIO_SUBJECTS:SCI00010
Navigation: A Very Short Introduction,Feb-17,Science and Mathematics,Bennett,2017,10.1093/actrade/9780198733713.001.0001,9780198733713,"Science and Mathematics, History of Science and Technology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198733713.001.0001/actrade-9780198733713,VSIO_SUBJECTS:SCI00010
Computer Science: A Very Short Introduction,Mar-16,Science and Mathematics,Dasgupta,2016,10.1093/actrade/9780198733461.001.0001,9780198733461,"Science and Mathematics, Computer Science, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198733461.001.0001/actrade-9780198733461,VSIO_SUBJECTS:SCI00010
Dinosaurs: A Very Short Introduction,Sep-13,Science and Mathematics,Norman,2005,10.1093/actrade/9780192804198.001.0001,9780192804198,"Science and Mathematics, Earth Sciences and Geography, Palaeontology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192804198.001.0001/actrade-9780192804198,VSIO_SUBJECTS:SCI00010
The Earth: A Very Short Introduction,Sep-13,Science and Mathematics,Redfern,2003,10.1093/actrade/9780192803078.001.0001,9780192803078,"Science and Mathematics, Earth Sciences and Geography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192803078.001.0001/actrade-9780192803078,VSIO_SUBJECTS:SCI00010
Cryptography: A Very Short Introduction,Sep-13,Science and Mathematics,"Piper, Murphy",2002,10.1093/actrade/9780192803153.001.0001,9780192803153,"Science and Mathematics, Mathematics, Applied Mathematics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192803153.001.0001/actrade-9780192803153,VSIO_SUBJECTS:SCI00010
Schizophrenia: A Very Short Introduction,Sep-13,Science and Mathematics,"Frith, Johnstone",2003,10.1093/actrade/9780192802217.001.0001,9780192802217,"Science and Mathematics, Psychology, Neuropsychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192802217.001.0001/actrade-9780192802217,VSIO_SUBJECTS:SCI00010
Quantum Theory: A Very Short Introduction,Sep-13,Science and Mathematics,Polkinghorne,2002,10.1093/actrade/9780192802521.001.0001,9780192802521,"Science and Mathematics, Physics, Quantum Physics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192802521.001.0001/actrade-9780192802521,VSIO_SUBJECTS:SCI00010
Psychology: A Very Short Introduction,Jan-14,Science and Mathematics,"Butler, McManus",2014,10.1093/actrade/9780199670420.001.0001,9780199670420,"null, Science and Mathematics, Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199670420.001.0001/actrade-9780199670420,VSIO_SUBJECTS:SCI00010
Psychology: A Very Short Introduction,Sep-13,Science and Mathematics,"Butler, McManus",2000,10.1093/actrade/9780192853813.001.0001,9780192853813,"null, Science and Mathematics, Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192853813.001.0001/actrade-9780192853813,VSIO_SUBJECTS:SCI00010
Hormones: A Very Short Introduction,Jul-14,Science and Mathematics,Luck,2014,10.1093/actrade/9780199672875.001.0001,9780199672875,"null, Science and Mathematics, Biological Sciences, Biochemistry",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199672875.001.0001/actrade-9780199672875,VSIO_SUBJECTS:SCI00010
Time: A Very Short Introduction,Oct-21,Science and Mathematics,Ismael,2021,10.1093/actrade/9780198832669.001.0001,9780198832669,"null, Science and Mathematics, Physics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198832669.001.0001/actrade-9780198832669,VSIO_SUBJECTS:SCI00010
Amphibians: A Very Short Introduction,Jul-21,Science and Mathematics,Kemp,2021,10.1093/actrade/9780198842989.001.0001,9780198842989,"null, Science and Mathematics, Biological Sciences, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198842989.001.0001/actrade-9780198842989,VSIO_SUBJECTS:SCI00010
Global Warming: A Very Short Introduction,Sep-13,Science and Mathematics,Maslin,2008,10.1093/actrade/9780199548248.001.0001,9780199548248,"null, Science and Mathematics, Environmental Science, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199548248.001.0001/actrade-9780199548248,VSIO_SUBJECTS:SCI00010
Human Physiology: A Very Short Introduction,May-21,Science and Mathematics,Davies,2021,10.1093/actrade/9780198869887.001.0001,9780198869887,"null, Science and Mathematics, Biological Sciences, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198869887.001.0001/actrade-9780198869887,VSIO_SUBJECTS:SCI00010
Mathematical Finance: A Very Short Introduction,Jan-19,Science and Mathematics,Davis,2019,10.1093/actrade/9780198787945.001.0001,9780198787945,"null, Science and Mathematics, Mathematics, Mathematical Finance, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198787945.001.0001/actrade-9780198787945,VSIO_SUBJECTS:SCI00010
Extinction: A Very Short Introduction,Jun-19,Science and Mathematics,Wignall,2019,10.1093/actrade/9780198807285.001.0001,9780198807285,"null, Science and Mathematics, Biological Sciences, Zoology and Animal Sciences, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198807285.001.0001/actrade-9780198807285,VSIO_SUBJECTS:SCI00010
Genius: A Very Short Introduction,Sep-13,Science and Mathematics,Robinson,2011,10.1093/actrade/9780199594405.001.0001,9780199594405,"null, Science and Mathematics, Psychology, Social Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199594405.001.0001/actrade-9780199594405,VSIO_SUBJECTS:SCI00010
Volcanoes: A Very Short Introduction,Nov-20,Science and Mathematics,"Branney, Zalasiewicz",2020,10.1093/actrade/9780199582204.001.0001,9780199582204,"null, Science and Mathematics, Earth Sciences and Geography, Volcanology and Seismology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199582204.001.0001/actrade-9780199582204,VSIO_SUBJECTS:SCI00010
Lakes: A Very Short Introduction,Jan-18,Science and Mathematics,Vincent,2018,10.1093/actrade/9780198766735.001.0001,9780198766735,"Science and Mathematics, Earth Sciences and Geography, Oceanography and Hydrology, Limnology (Freshwater), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198766735.001.0001/actrade-9780198766735,VSIO_SUBJECTS:SCI00010
Moons: A Very Short Introduction,Dec-15,Science and Mathematics,Rothery,2015,10.1093/actrade/9780198735274.001.0001,9780198735274,"Science and Mathematics, Physics, Astronomy and Astrophysics, Planetary Systems, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198735274.001.0001/actrade-9780198735274,VSIO_SUBJECTS:SCI00010
Circadian Rhythms: A Very Short Introduction,Mar-17,Science and Mathematics,"Foster, Kreitzman",2017,10.1093/actrade/9780198717683.001.0001,9780198717683,"Science and Mathematics, Biological Sciences, Zoology and Animal Sciences, Animal Physiology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198717683.001.0001/actrade-9780198717683,VSIO_SUBJECTS:SCI00010
Rocks: A Very Short Introduction,Dec-16,Science and Mathematics,Zalasiewicz,2016,10.1093/actrade/9780198725190.001.0001,9780198725190,"Science and Mathematics, Earth Sciences and Geography, Geology and the Lithosphere, Petrology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198725190.001.0001/actrade-9780198725190,VSIO_SUBJECTS:SCI00010
Animal Behaviour: A Very Short Introduction,Feb-17,Science and Mathematics,Wyatt,2017,10.1093/actrade/9780198712152.001.0001,9780198712152,"Science and Mathematics, Biological Sciences, Zoology and Animal Sciences, Animal Behaviour and Behavioural Ecology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198712152.001.0001/actrade-9780198712152,VSIO_SUBJECTS:SCI00010
Consciousness: A Very Short Introduction,Sep-13,Science and Mathematics,Blackmore,2005,10.1093/actrade/9780192805850.001.0001,9780192805850,"Science and Mathematics, Psychology, Cognitive Psychology, Consciousness, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192805850.001.0001/actrade-9780192805850,VSIO_SUBJECTS:SCI00010
Memory: A Very Short Introduction,Sep-13,Science and Mathematics,Foster,2008,10.1093/actrade/9780192806758.001.0001,9780192806758,"Science and Mathematics, Psychology, Cognitive Psychology, Psychology of Memory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192806758.001.0001/actrade-9780192806758,VSIO_SUBJECTS:SCI00010
Waves: A Very Short Introduction,Nov-18,Science and Mathematics,Goldsmith,2018,10.1093/actrade/9780198803782.001.0001,9780198803782,"null, Science and Mathematics, Physics, Electromagnetism, Optics, and Acoustics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198803782.001.0001/actrade-9780198803782,VSIO_SUBJECTS:SCI00010
Symmetry: A Very Short Introduction,Sep-13,Science and Mathematics,Stewart,2013,10.1093/actrade/9780199651986.001.0001,9780199651986,"Science and Mathematics, Mathematics, Pure Mathematics, Geometry, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199651986.001.0001/actrade-9780199651986,VSIO_SUBJECTS:SCI00010
Black Holes: A Very Short Introduction,Dec-15,Science and Mathematics,Blundell,2015,10.1093/actrade/9780199602667.001.0001,9780199602667,"Science and Mathematics, Physics, Astronomy and Astrophysics, Stars, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199602667.001.0001/actrade-9780199602667,VSIO_SUBJECTS:SCI00010
Stars: A Very Short Introduction,Sep-13,Science and Mathematics,King,2012,10.1093/actrade/9780199602926.001.0001,9780199602926,"Science and Mathematics, Physics, Astronomy and Astrophysics, Stars, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199602926.001.0001/actrade-9780199602926,VSIO_SUBJECTS:SCI00010
Fungi: A Very Short Introduction,Jan-16,Science and Mathematics,Money,2016,10.1093/actrade/9780199688784.001.0001,9780199688784,"Science and Mathematics, Biological Sciences, Plant Sciences and Forestry, Mycology and Fungi, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199688784.001.0001/actrade-9780199688784,VSIO_SUBJECTS:SCI00010
Psychotherapy: A Very Short Introduction,Jan-15,Science and Mathematics,"Burns, Burns-Lundgren",2015,10.1093/actrade/9780199689361.001.0001,9780199689361,"Science and Mathematics, Psychology, Clinical Psychology, Psychosocial Interventions and Psychotherapy, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199689361.001.0001/actrade-9780199689361,VSIO_SUBJECTS:SCI00010
Learning: A Very Short Introduction,Jul-16,Science and Mathematics,Haselgrove,2016,10.1093/actrade/9780199688364.001.0001,9780199688364,"Science and Mathematics, Psychology, Cognitive Psychology, Psychology of Learning, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199688364.001.0001/actrade-9780199688364,VSIO_SUBJECTS:SCI00010
Fractals: A Very Short Introduction,Sep-13,Science and Mathematics,Falconer,2013,10.1093/actrade/9780199675982.001.0001,9780199675982,"Science and Mathematics, Mathematics, Pure Mathematics, Geometry, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199675982.001.0001/actrade-9780199675982,VSIO_SUBJECTS:SCI00010
The Eye: A Very Short Introduction,May-14,Science and Mathematics,Land,2014,10.1093/actrade/9780199680306.001.0001,9780199680306,"Science and Mathematics, Biological Sciences, Zoology and Animal Sciences, Animal Physiology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199680306.001.0001/actrade-9780199680306,VSIO_SUBJECTS:SCI00010
Minerals: A Very Short Introduction,Oct-14,Science and Mathematics,Vaughan,2014,10.1093/actrade/9780199682843.001.0001,9780199682843,"Science and Mathematics, Earth Sciences and Geography, Geology and the Lithosphere, Geochemistry, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199682843.001.0001/actrade-9780199682843,VSIO_SUBJECTS:SCI00010
Probability: A Very Short Introduction,Sep-13,Science and Mathematics,Haigh,2012,10.1093/actrade/9780199588480.001.0001,9780199588480,"Science and Mathematics, Mathematics, Probability and Statistics, Probability, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199588480.001.0001/actrade-9780199588480,VSIO_SUBJECTS:SCI00010
Nuclear Power: A Very Short Introduction,Sep-13,Science and Mathematics,Irvine,2011,10.1093/actrade/9780199584970.001.0001,9780199584970,"Science and Mathematics, Engineering and Technology, Energy Technology, Nuclear Power and Engineering, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199584970.001.0001/actrade-9780199584970,VSIO_SUBJECTS:SCI00010
Networks: A Very Short Introduction,Sep-13,Science and Mathematics,"Caldarelli, Catanzaro",2012,10.1093/actrade/9780199588077.001.0001,9780199588077,"Science and Mathematics, Mathematics, Pure Mathematics, Combinatorics and Graph Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199588077.001.0001/actrade-9780199588077,VSIO_SUBJECTS:SCI00010
The Laws of Thermodynamics: A Very Short Introduction,Sep-13,Science and Mathematics,Atkins,2010,10.1093/actrade/9780199572199.001.0001,9780199572199,"Science and Mathematics, Chemistry, Physical Chemistry, Thermochemistry and Chemical Thermodynamics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199572199.001.0001/actrade-9780199572199,VSIO_SUBJECTS:SCI00010
Viruses: A Very Short Introduction,Sep-13,Science and Mathematics,Crawford,2011,10.1093/actrade/9780199574858.001.0001,9780199574858,"Science and Mathematics, Biological Sciences, Microbiology, Virology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199574858.001.0001/actrade-9780199574858,VSIO_SUBJECTS:SCI00010
